note_id,tweet_id,note_score,delta_seconds
1437569484299046919,1437532566945341441,0.043418467,8802
1437549315170480131,1437532566945341441,0.12228371,3993
1437568752715980803,1437532566945341441,0.188274,8628
1437549873906307080,1437532566945341441,0.2741222,4126
1437548072813400068,1437532566945341441,0.14717557,3697
1437569237988544513,1437532566945341441,0.23797476,8743
1437544169220755460,1437532566945341441,0.26735634,2766
1437534909913047046,1437532566945341441,0.3260688,559
1437535223533744133,1437532566945341441,0.20769767,634
1437559404950429698,1437532566945341441,0.25778258,6399
1437571066931654661,1437532566945341441,0.05839567,9179
1437589304922894337,1437532566945341441,0.2241467,13528
1437548721881980932,1437532566945341441,0.25298384,3852
1437566753937178624,1437532566945341441,0.16393332,8151
1437556014866440195,1437532566945341441,-0.033081654,5591
1437731919349919747,1437532566945341441,0.038805544,47529
1437539073732792325,1437532566945341441,0.15990078,1552
1437586543313625098,1437532566945341441,0.33992016,12869
1481738201094049802,1481720184327094279,0.1132925,4296
1481728115843891201,1481720184327094279,0.099527515,1891
1496701996635766784,1496695830715142148,0.019178664,1471
1496711960762757122,1496695830715142148,0.2162528,3846
1496953938456682497,1496695830715142148,0.25279054,61538
1496777887977984000,1496695830715142148,0.02499732,19564
1506822054053613571,1506772336812429319,0.30774832,11853
1506840493300215808,1506772336812429319,0.2550195,16250
1580249975313043456,1579973092738494464,0.17497045,66014
1580228278882664451,1579973092738494464,0.2967043,60841
1580021572542369793,1579973092738494464,0.24593139,11558
1533496504027074562,1532508525527695378,0.14083132,235553
1593244654794702849,1593005253326434304,0.30498803,57078
1593251331732434946,1593005253326434304,0.12823679,58670
1574819827973095429,1574494476596396064,0.027640045,77570
1574823770820321280,1574494476596396064,0.2363413,78510
1603902252611035137,1603566652016283648,0.21947089,80013
1600162412774453250,1599910743759097857,0.18044962,60003
1600167637501214725,1599910743759097857,0.33160153,61249
1571921452248756225,1571151134517252096,0.06312036,183658
1591170464084217856,1591121142961799168,0.15028624,11759
1591123834232504328,1591121142961799168,0.1547631,642
1591133307869200389,1591121142961799168,0.16670267,2901
1591127925658624000,1591121142961799168,0.001992208,1617
1592227983338573824,1592225938305355776,0.21842532,488
1592952864585895936,1592707609513324545,0.46895134,58474
1593049678735560704,1592707609513324545,-0.27940616,81556
1592959705164529667,1592707609513324545,0.41826522,60105
1592944668039204864,1592707609513324545,0.34698275,56519
1597388655257014272,1597285572699074560,0.08904972,24577
1597295286006710277,1597285572699074560,0.2754041,2316
1597294281642983425,1597285572699074560,0.336381,2076
1597648650091446272,1597285572699074560,-0.009415467,86564
1597475957429903360,1597285572699074560,0.07650709,45391
1597311082695098369,1597285572699074560,0.13756363,6082
1597510655073976321,1597285572699074560,0.20079504,53664
1600953295991758848,1600925205773225984,0.46221146,6697
1601320286225309697,1600925205773225984,0.40956002,94194
1601239640983339009,1600925205773225984,-0.1283761,74967
1601057117162639362,1600925205773225984,0.2637486,31450
1601435746719748100,1600925205773225984,0.26536083,121722
1601318173692796930,1600925205773225984,0.12641658,93691
1601941799282638849,1600925205773225984,0.10133431,242375
1603601498453078016,1603600001057185792,0.09639906,357
1603601968294813697,1603600001057185792,0.17747365,469
1603605917731328000,1603600001057185792,0.08701772,1411
1603604254769516544,1603600001057185792,-0.22797027,1014
1603611385178378240,1603609466301059073,0.13386945,457
1603612919849172996,1603609466301059073,0.15399036,823
1603651107837734912,1603609466301059073,0.2332105,9928
1603627811213754369,1603609466301059073,0.23993643,4373
1603614136788828161,1603609466301059073,0.13791254,1113
1603631931261960192,1603609466301059073,-0.29078093,5356
1616181072995438592,1616179085507702785,0.09978607,474
1616480074760323076,1616179085507702785,-0.053981937,71762
1616775046558617601,1616179085507702785,0.09979382,142088
1616466270047567873,1616179085507702785,-0.004077277,68470
1616295193367429121,1616179085507702785,0.01847398,27683
1616651800534478848,1616179085507702785,0.042715173,112704
1623127557163069440,1622691094264700928,0.50139904,104061
1403122413571690500,1403077496296386561,-0.0015827635,10709
1403094653688332297,1403077496296386561,0.04335097,4091
1403084545155645441,1403077496296386561,0.25686505,1681
1403083857071677440,1403077496296386561,0.24580435,1517
1403193792942022657,1403077496296386561,0.084093824,27727
1403102724288299019,1403077496296386561,-0.086557075,6015
1403093318112747523,1403077496296386561,-0.028817618,3772
1403105667821494287,1403077496296386561,0.12429096,6717
1403502263205863425,1403077496296386561,0.00040572917,101273
1408977669140717568,1408856159939858432,0.2679173,28970
1409011386605244423,1408856159939858432,0.09149288,37009
1408982240793559044,1408856159939858432,0.13382216,30060
1438864541841084416,1438640662618853381,0.19215998,53377
1438861734761095169,1438640662618853381,-0.021345908,52707
1502630538015907846,1501988063043534854,0.14693461,153178
1440350607894745088,1440187843440091142,0.16188101,38807
1440725129059704833,1440538602119729160,0.20670904,44471
1440815650704801797,1440538602119729160,0.04618387,66053
1536348386642710530,1534503445868183554,0.22966847,439869
1429471964742275076,1341709594855436290,0.28233442,20924180
1432723110848077830,1432695080905740288,0.16539855,6682
1469130304954806279,1469085948784758785,0.27507916,10575
1469852406628425729,1469801317707223040,0.29904494,12180
1472275131351318533,1472182068209664002,0.09954562,22188
1472302737719189508,1472234484208738317,0.1576544,16273
1472249416140607496,1472234484208738317,0.19396596,3560
1472764489380638722,1472309694727434251,0.15841545,108431
1478036018322419714,1477435086874169346,0.31693584,143274
1487673113450057730,1487463543733579780,0.23774983,49965
1511178151229116417,1511081269207216140,0.18230602,23099
1511360585329524740,1511081269207216140,0.13769273,66594
1511473655175393281,1511081269207216140,0.122586414,93552
1516251293437857794,1516225654018265088,0.11386154,6113
1516490874846203908,1516225654018265088,0.104020946,63234
1516239937556914180,1516225654018265088,-0.061694633,3406
1521548685926141952,1521341524746809345,0.26096547,49391
1521515437330161664,1521341524746809345,0.0796567,41464
1521523256859181063,1521341524746809345,0.06613834,43328
1521548965879025664,1521341524746809345,0.16435029,49458
1521619251647455233,1521341524746809345,0.20991893,66215
1521500931648540674,1521341524746809345,0.13339563,38005
1521916105282961418,1521514967882682368,0.053608652,95638
1524581716513411073,1524530644780564480,0.11677593,12177
1524560293052956672,1524530644780564480,0.101597734,7069
1524623111030644737,1524530644780564480,-0.041179776,22046
1524555648272318465,1524530644780564480,-0.17155,5962
1525211871669805057,1525187193702055940,0.15908442,5883
1525680086766063616,1525187193702055940,0.13783394,117515
1525198529873993729,1525187193702055940,0.18072909,2702
1525998580678410240,1525655799489474560,0.15727489,81725
1526277433934155776,1526165061529743367,0.19661781,26791
1544717790577401858,1544319993004933126,0.099819966,94842
1544427628626677761,1544319993004933126,0.12172424,25662
1547972429099589640,1547945831184998400,0.15425387,6341
1551735116434636800,1551705165983621120,0.19387613,7141
1552053113795649536,1551705165983621120,0.15395726,82957
1559342834980950017,1559264077175697408,0.44080848,18777
1559274469062893568,1559264077175697408,0.070886984,2478
1559350423772925952,1559312970173259784,0.12302806,8930
1559330927960113155,1559312970173259784,0.500408,4281
1559557576689319938,1559312970173259784,0.15462624,58319
1559331084449550339,1559312970173259784,-0.10707864,4319
1559511543305363456,1559312970173259784,0.17872722,47343
1565118888928591873,1565046938986336257,0.09514322,17154
1565120275859083265,1564986171809271808,0.064442225,31972
1565494614093611010,1565492090351636480,0.10170465,602
1565504535216406528,1565496681751363586,0.11182864,1872
1565703501019156480,1565496681751363586,0.1754485,49309
1565524795143454720,1565501546791665668,0.17368595,5542
1566537808931655681,1566401837279895552,0.20097744,32418
1566531126327377920,1566401837279895552,0.16827907,30824
1566844174044905473,1566230658766503937,0.3632849,146274
1567208876122034181,1564701671741071360,0.19020303,597765
1567199819491414016,1564701671741071360,0.19827749,595605
1568044885575405568,1568021489508564992,0.18189776,5578
1568644125888548869,1568274047783280640,0.23712115,88234
1568621933339590656,1568274047783280640,0.22262739,82943
1571214756006051840,1571188950454210568,0.12525259,6153
1571636897272967168,1571188950454210568,-0.122944236,106799
1571310613883920389,1571188950454210568,0.15263882,29007
1573063301084303360,1572579933192585219,0.13762139,115244
1572926222111309825,1572579933192585219,0.09796348,82562
1573653808579842048,1573492316677222400,0.26396018,38502
1574099794812960768,1573783976744992772,0.19390285,75297
1574135516882247685,1573783976744992772,-0.103731215,83813
1573846690221772802,1573783976744992772,0.123014435,14952
1575113778999562241,1574810899520655370,0.31269687,72212
1575105436935770112,1574810899520655370,0.119929016,70223
1576358148725739520,1575883180099280902,0.27404615,113241
1576216291748331520,1575883180099280902,0.332798,79420
1579249375045378048,1578833257491091456,0.20395495,99210
1578905331446398976,1578833257491091456,0.31057853,17184
1579515032089550856,1579499143512612866,0.2692166,3788
1579501737756401666,1579499143512612866,0.04142884,618
1579515868417085446,1579499143512612866,0.16016823,3987
1581351395642544131,1580910529383923712,0.262157,105111
1581368476706414592,1581303718464528385,0.12137272,15439
1581398299386548225,1581303718464528385,0.14882198,22550
1582761337737953284,1582701935744126976,0.09458002,14162
1583989776864231426,1578096985227558912,0.3253319,1404951
1584692722006376449,1583812068007763968,0.33451727,209964
1584777779475775488,1584724789545291776,0.3501049,12634
1584778171529953280,1584715133267611648,0.42407218,15029
1584903509106892802,1584706993343692803,0.36349076,46853
1584735324030337025,1584706993343692803,0.2535308,6754
1585072688867024898,1585006632916127744,0.20468047,15749
1585075578968883203,1584921795844513794,0.3178529,36664
1585369135457964038,1585350115736571904,0.3898592,4535
1585629323783901184,1585619861169999876,0.2993756,2257
1586027147222712320,1586010608834842625,0.13942547,3943
1586522300706426880,1586448204928720896,0.3782242,17666
1586796990461054977,1586710746238418944,0.24171719,20562
1586913294463426560,1586885456368640002,0.088456705,6637
1587986253454114818,1587950213603508224,-0.039614856,8592
1588679788797231104,1588671155766194176,0.1841102,2058
1588715802999414784,1588671155766194176,-0.12420763,10645
1588685216738324481,1588671155766194176,0.16213948,3352
1588695792541487104,1588671155766194176,-0.15834452,5874
1588696788910821376,1588671155766194176,0.15716335,6111
1588684656630988800,1588671155766194176,0.18801036,3219
1588776382137618433,1588671155766194176,0.15391725,25088
1588676315594383360,1588671155766194176,0.16981982,1230
1588736668701368320,1588671155766194176,0.014802574,15619
1589077228788322304,1589064383862542336,0.18778823,3062
1589337224809693185,1589064383862542336,0.031179383,65050
1589067110394875905,1589064383862542336,0.1575582,650
1591970703359807494,1590567675880935424,0.20796357,334508
1591879438945263616,1590567675880935424,0.22434562,312749
1595124562957668371,1595098682084524034,0.13383764,6171
1595129441125998592,1595098682084524034,0.050388504,7334
1623155776305958913,1623151549974208514,0.34769168,1008
1623167561721585664,1623024013344747520,0.252966,34225
1623148540393398272,1623024013344747520,-0.07986327,29690
1623558562445426689,1623024013344747520,0.088529654,127447
1420514973617311748,1420447697501315080,0.050160702,16040
1594861161366814721,1594553177285672960,0.03557423,73429
1594929649447903232,1594553177285672960,0.109855406,89758
1595164573748891666,1594553177285672960,0.19429155,145768
1448661710286450689,1448456111984717824,-0.023417912,49019
1456744503537111044,1456644396687020039,-0.043455355,23868
1456785830433939461,1456644396687020039,0.08823515,33721
1471220300826042371,1470594007654809600,0.060229704,149320
1507879861926326281,1507476496927002626,0.040873896,96169
1519517029719453701,1519495072802390016,-0.24350525,5235
1520302621348696064,1519495072802390016,-0.15703937,192535
1519733163395801088,1519495072802390016,-0.120406434,56766
1586402136488906756,1586009909841121281,0.26229772,93514
1586459996115681289,1586009909841121281,-0.24402732,107309
1527944717375184897,1527613581205831681,0.16773961,78949
1527779375365488640,1527613581205831681,0.2065426,39528
1529330953012711424,1529211258876067850,0.16138512,28537
1529236564047298560,1529211258876067850,0.06740383,6033
1529297210336235522,1529211258876067850,-0.107694745,20492
1529768413664489473,1529161059705274368,0.27813423,144805
1536267059213967360,1535826075804176384,0.13982376,105139
1536049353047023616,1535826075804176384,0.12217621,53233
1539234408816734209,1536346027124350982,0.1937516,688644
1542464242703429632,1539661071627472896,0.25490832,668328
1544401194960900097,1544342796488052737,-0.12649304,13924
1549332759419580416,1549135553240748033,0.16289431,47017
1549140788663173120,1549135553240748033,0.093760304,1248
1549662882538741760,1549381289685520384,0.13653417,67137
1549586984821264396,1549381289685520384,0.055161186,49041
1566344062235717632,1565877159381590017,0.2285763,111318
1571582277729284097,1571459520085229568,0.39689845,29268
1571565295436808193,1571459520085229568,0.25842094,25219
1576683893180485634,1576310561750802432,0.413783,89009
1576551484103311362,1576310561750802432,0.23642781,57440
1576634885095161864,1576310561750802432,0.29386982,77324
1576613911117299715,1576310561750802432,0.33115202,72324
1576607181977387008,1576310561750802432,-0.16197146,70719
1579938356548730881,1579567518561275905,0.5490931,88414
1579932353778290689,1579567518561275905,0.5745526,86983
1580163778066337792,1579567518561275905,0.1195774,142159
1587274275790393344,1587242209740558340,0.17731251,7646
1589074142636441601,1588236707790393344,0.1816163,199660
1588360452240809985,1588236707790393344,0.28631088,29503
1588310836904198145,1588236707790393344,0.27157068,17674
1588310043711127552,1588236707790393344,0.2640675,17485
1589578031760551940,1589390597798125568,0.11750557,44688
1589466631058718720,1589390597798125568,-0.14267184,18128
1589615545036541954,1589390597798125568,0.121315345,53632
1589633655315496961,1589390597798125568,0.2924409,57950
1589550417498849284,1589390597798125568,-0.20479707,38104
1589497290238083074,1589390597798125568,0.24606417,25438
1589425591693979649,1589390597798125568,-0.06911338,8343
1589415934925611009,1589390597798125568,-0.12791218,6041
1589409526700277764,1589390597798125568,-0.09166252,4513
1589402583277240321,1589390597798125568,0.051819697,2858
1589470905469915138,1589390597798125568,-0.020975877,19147
1589853722204835841,1589788451553304576,0.30620062,15562
1590166641609957376,1589788451553304576,-0.053365536,90167
1589797965220220928,1589788451553304576,0.25693178,2268
1598157413236224000,1597975349304123393,0.31540692,43408
1597999639101411329,1597975349304123393,0.51706594,5792
1598621296770035713,1598150487710527488,0.3944754,112249
1598297019306721287,1598150487710527488,0.34197137,34935
1599303206307524609,1599035993012654081,0.1480743,63708
1599125144026456072,1599035993012654081,-0.16776754,21255
1599306375032893440,1598798352535232525,0.3467367,121122
1599291150631739392,1598798352535232525,0.38268903,117492
1599200748318900224,1598798352535232525,-0.019829053,95938
1600308043664982017,1600140756672401408,0.10852732,39884
1600363896967254016,1600140756672401408,0.25391674,53201
1600178212092334080,1600140756672401408,0.067625806,8930
1600347525872988162,1600140756672401408,0.14613026,49297
1600389904554668032,1599925796805541888,0.10583681,110652
1600117372416835584,1599925796805541888,0.2941078,45675
1600098825527500801,1599925796805541888,-0.021158915,41254
1600112590839074816,1599925796805541888,0.3505488,44535
1602197499615539201,1601944232335482882,0.11714261,60383
1602121078108696576,1601944232335482882,-0.035794616,42163
1602200583976681473,1601959995033149440,0.14548354,57361
1602147240197427200,1601959995033149440,-0.083027884,44643
1602165484408799232,1601959995033149440,0.11218823,48992
1602483348378877953,1601959995033149440,0.12391399,124777
1602537276528943105,1601959995033149440,0.016574014,137635
1605671512547422208,1605282482475372545,0.09086022,92752
1605608957132816384,1605282482475372545,0.46355486,77837
1606579365399367682,1606013884460019712,0.3898802,134821
1606740611113127938,1606013884460019712,0.1692739,173265
1607265508809912321,1606740811957280768,0.0044744774,125097
1606876817566097420,1606740811957280768,0.06135087,32426
1622183997043544064,1621920608077643777,0.27237964,62797
1621982265331879936,1621920608077643777,0.33161208,14700
1622186891402674177,1622112066978054147,0.032121245,17840
1622357525071798272,1622112066978054147,0.1030508,58522
1622293926026813440,1622112066978054147,0.16754012,43359
1622784299463311360,1622112066978054147,0.14867057,160273
1622127405531021313,1622112066978054147,0.15511736,3657
1622867882052042753,1622619616387137538,0.15787956,59191
1445222037887143937,1445139677271318532,0.08831378,19636
1445238889338318850,1445139677271318532,0.18380108,23654
1489934192746057734,1489438708717821953,0.052377798,118132
1488908620960088064,1488875378093572098,0.035162922,7926
1488914317219020800,1488875378093572098,0.28532305,9284
1617227205121040386,1616928201414160384,0.14004673,71288
1617248619907715075,1616928201414160384,0.10583233,76394
1354998874260336640,1354910265331113986,0.046862993,21126
1354939510199627784,1354910265331113986,0.21288493,6973
1354930538600136705,1354910265331113986,0.02979836,4834
1537193539032862721,1396049632187269120,0.1540584,33651330
1550305041600225280,1550286375425024007,0.17800504,4450
1550442096213065730,1550286375425024007,0.10252539,37127
1550291008788672512,1550286375425024007,0.14915542,1105
1432792738622173188,1432788655777722368,0.06360077,973
1432821040392986634,1432817975669796865,0.09688191,731
1432989995019558912,1432799928435281922,0.17077567,45316
1436138825495953417,1436112542972141572,-0.0038211597,6266
1436606737432281094,1436352232530792456,0.22402258,60678
1436362207470800897,1436352232530792456,0.3536519,2378
1436662068866805774,1436352232530792456,0.09404041,73870
1436708088002891779,1436352232530792456,0.082778856,84842
1436786003923161095,1436352232530792456,0.15785314,103419
1436362984750714886,1436352232530792456,0.6248236,2563
1436411878683598848,1436352232530792456,0.008073726,14220
1537185758469144584,1436352232530792456,-0.0051408247,24040586
1436910969863786498,1436352232530792456,0.0033018168,133213
1436420744657920000,1436352232530792456,0.23556364,16334
1436468202171768833,1436352232530792456,0.27467766,27649
1436359911617843221,1436352232530792456,0.4906831,1830
1436678604038025217,1436352232530792456,0.123087935,77813
1436682664032055296,1436352232530792456,0.17097428,78781
1436669070766657536,1436352232530792456,0.18178625,75540
1436524059014180870,1436352232530792456,0.04900969,40966
1436747143751118853,1436352232530792456,0.13573541,94154
1436484380017496069,1436352232530792456,0.49042982,31506
1437992861614555139,1437860560054276096,0.057338376,31543
1455242323055415297,1454990590651809792,0.033134613,60018
1462886799471116290,1462784262361473024,0.22279781,24446
1485180635169767427,1484890145400700936,0.15443765,69258
1485181002045554688,1484924539112939524,0.13924867,61145
1513604119696576516,1513314425541136386,0.13616012,69069
1518650866751864832,1518354171598151680,0.25963748,70738
1524482409776881664,1524458691520569345,0.102838345,5655
